"","plot","grid_number","date","abundance","plot_grid","treatment","complexity","plot_date","days_since_outplanting","days_comp","c.abun.mean","rabun"
"925","LN",22,"25-Jul-19",2,"LN - 22","70%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,0.25
"926","LN",22,"25-Jun-19",4,"LN - 22","70%","Low","LN - 25-Jun-19",13,"13 - Low",4,0
"927","LN",22,"28-Jul-19",6,"LN - 22","70%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,4.75
"928","LN",22,"28-Jun-19",2,"LN - 22","70%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,0.125
"929","LN",23,"02-Jul-19",5,"LN - 23","50%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,3.75
"930","LN",23,"05-Jul-19",2,"LN - 23","50%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,0.5
"931","LN",23,"05-Jun-19",1,"LN - 23","50%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,0.875
"932","LN",23,"06-Jun-19",1,"LN - 23","50%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-1.875
"933","LN",23,"07-Jun-19",3,"LN - 23","50%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,0.625
"934","LN",23,"09-Jul-19",6,"LN - 23","50%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,4.125
"935","LN",23,"11-Jun-19",11,"LN - 23","50%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,7.25
"936","LN",23,"13-Jun-19",1,"LN - 23","50%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-1.875
"937","LN",23,"15-Jul-19",3,"LN - 23","50%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,1.875
"938","LN",23,"15-Jun-19",4,"LN - 23","50%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,0.375
"939","LN",23,"20-Jul-19",2,"LN - 23","50%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,0.375
"940","LN",23,"20-Jun-19",5,"LN - 23","50%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,2.25
"941","LN",23,"25-Jul-19",3,"LN - 23","50%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,1.25
"942","LN",23,"25-Jun-19",4,"LN - 23","50%","Low","LN - 25-Jun-19",13,"13 - Low",4,0
"943","LN",23,"28-Jul-19",1,"LN - 23","50%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-0.25
"944","LN",23,"28-Jun-19",4,"LN - 23","50%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,2.125
"945","LN",24,"02-Jul-19",1,"LN - 24","30%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,-0.25
"946","LN",24,"05-Jul-19",0,"LN - 24","30%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-1.5
"947","LN",24,"05-Jun-19",0,"LN - 24","30%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,-0.125
"948","LN",24,"06-Jun-19",9,"LN - 24","30%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,6.125
"949","LN",24,"07-Jun-19",0,"LN - 24","30%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-2.375
"950","LN",24,"09-Jul-19",0,"LN - 24","30%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-1.875
"951","LN",24,"11-Jun-19",1,"LN - 24","30%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-2.75
"952","LN",24,"13-Jun-19",0,"LN - 24","30%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-2.875
"953","LN",24,"15-Jul-19",0,"LN - 24","30%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,-1.125
"954","LN",24,"15-Jun-19",2,"LN - 24","30%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-1.625
"955","LN",24,"20-Jul-19",0,"LN - 24","30%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,-1.625
"956","LN",24,"20-Jun-19",0,"LN - 24","30%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-2.75
"957","LN",24,"25-Jul-19",0,"LN - 24","30%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-1.75
"958","LN",24,"25-Jun-19",1,"LN - 24","30%","Low","LN - 25-Jun-19",13,"13 - Low",4,-3
"959","LN",24,"28-Jul-19",0,"LN - 24","30%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-1.25
"960","LN",24,"28-Jun-19",0,"LN - 24","30%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,-1.875
"961","LS",1,"02-Jul-19",1,"LS - 1","100%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,-0.25
"962","LS",1,"05-Jul-19",0,"LS - 1","100%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"963","LS",1,"05-Jun-19",3,"LS - 1","100%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,2.875
"964","LS",1,"06-Jun-19",1,"LS - 1","100%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-1.875
"965","LS",1,"07-Jun-19",0,"LS - 1","100%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-2.375
"966","LS",1,"09-Jul-19",0,"LS - 1","100%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"967","LS",1,"11-Jun-19",8,"LS - 1","100%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,4.25
"968","LS",1,"13-Jun-19",10,"LS - 1","100%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,7.125
"969","LS",1,"15-Jul-19",0,"LS - 1","100%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"970","LS",1,"15-Jun-19",0,"LS - 1","100%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-3.625
"971","LS",1,"20-Jul-19",0,"LS - 1","100%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-1.625
"972","LS",1,"20-Jun-19",0,"LS - 1","100%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-2.75
"973","LS",1,"25-Jul-19",0,"LS - 1","100%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-1.75
"974","LS",1,"25-Jun-19",1,"LS - 1","100%","Low","LS - 25-Jun-19",13,"13 - Low",4,-3
"975","LS",1,"28-Jul-19",2,"LS - 1","100%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,0.75
"976","LS",1,"28-Jun-19",7,"LS - 1","100%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,5.125
"977","LS",2,"02-Jul-19",1,"LS - 2","0%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,-0.25
"978","LS",2,"05-Jul-19",1,"LS - 2","0%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-0.5
"979","LS",2,"05-Jun-19",1,"LS - 2","0%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,0.875
"980","LS",2,"06-Jun-19",1,"LS - 2","0%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-1.875
"981","LS",2,"07-Jun-19",1,"LS - 2","0%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-1.375
"982","LS",2,"09-Jul-19",1,"LS - 2","0%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-0.875
"983","LS",2,"11-Jun-19",1,"LS - 2","0%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-2.75
"984","LS",2,"13-Jun-19",0,"LS - 2","0%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"985","LS",2,"15-Jul-19",1,"LS - 2","0%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-0.125
"986","LS",2,"15-Jun-19",0,"LS - 2","0%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-3.625
"987","LS",2,"20-Jul-19",2,"LS - 2","0%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,0.375
"988","LS",2,"20-Jun-19",0,"LS - 2","0%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-2.75
"989","LS",2,"25-Jul-19",2,"LS - 2","0%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,0.25
"990","LS",2,"25-Jun-19",1,"LS - 2","0%","Low","LS - 25-Jun-19",13,"13 - Low",4,-3
"991","LS",2,"28-Jul-19",0,"LS - 2","0%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,-1.25
"992","LS",2,"28-Jun-19",0,"LS - 2","0%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,-1.875
"993","LS",3,"02-Jul-19",5,"LS - 3","50%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,3.75
"994","LS",3,"05-Jul-19",0,"LS - 3","50%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"995","LS",3,"05-Jun-19",0,"LS - 3","50%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"996","LS",3,"06-Jun-19",5,"LS - 3","50%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,2.125
"997","LS",3,"07-Jun-19",9,"LS - 3","50%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,6.625
"998","LS",3,"09-Jul-19",3,"LS - 3","50%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,1.125
"999","LS",3,"11-Jun-19",20,"LS - 3","50%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,16.25
"1000","LS",3,"13-Jun-19",6,"LS - 3","50%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,3.125
"1001","LS",3,"15-Jul-19",1,"LS - 3","50%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-0.125
"1002","LS",3,"15-Jun-19",1,"LS - 3","50%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-2.625
"1003","LS",3,"20-Jul-19",2,"LS - 3","50%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,0.375
"1004","LS",3,"20-Jun-19",0,"LS - 3","50%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-2.75
"1005","LS",3,"25-Jul-19",2,"LS - 3","50%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,0.25
"1006","LS",3,"25-Jun-19",7,"LS - 3","50%","Low","LS - 25-Jun-19",13,"13 - Low",4,3
"1007","LS",3,"28-Jul-19",2,"LS - 3","50%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,0.75
"1008","LS",3,"28-Jun-19",0,"LS - 3","50%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,-1.875
"1009","LS",5,"02-Jul-19",1,"LS - 5","30%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,-0.25
"1010","LS",5,"05-Jul-19",1,"LS - 5","30%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-0.5
"1011","LS",5,"05-Jun-19",2,"LS - 5","30%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,1.875
"1012","LS",5,"06-Jun-19",2,"LS - 5","30%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-0.875
"1013","LS",5,"07-Jun-19",0,"LS - 5","30%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-2.375
"1014","LS",5,"09-Jul-19",0,"LS - 5","30%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1015","LS",5,"11-Jun-19",5,"LS - 5","30%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,1.25
"1016","LS",5,"13-Jun-19",6,"LS - 5","30%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,3.125
"1017","LS",5,"15-Jul-19",0,"LS - 5","30%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"1018","LS",5,"15-Jun-19",2,"LS - 5","30%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-1.625
"1019","LS",5,"20-Jul-19",0,"LS - 5","30%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-1.625
"1020","LS",5,"20-Jun-19",2,"LS - 5","30%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-0.75
"1021","LS",5,"25-Jul-19",0,"LS - 5","30%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-1.75
"1022","LS",5,"25-Jun-19",0,"LS - 5","30%","Low","LS - 25-Jun-19",13,"13 - Low",4,-4
"1023","LS",5,"28-Jul-19",1,"LS - 5","30%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,-0.25
"1024","LS",5,"28-Jun-19",1,"LS - 5","30%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,-0.875
"1025","LS",6,"02-Jul-19",0,"LS - 6","100%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,-1.25
"1026","LS",6,"05-Jul-19",6,"LS - 6","100%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,4.5
"1027","LS",6,"05-Jun-19",1,"LS - 6","100%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,0.875
"1028","LS",6,"06-Jun-19",6,"LS - 6","100%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,3.125
"1029","LS",6,"07-Jun-19",4,"LS - 6","100%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,1.625
"1030","LS",6,"09-Jul-19",1,"LS - 6","100%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-0.875
"1031","LS",6,"11-Jun-19",5,"LS - 6","100%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,1.25
"1032","LS",6,"13-Jun-19",4,"LS - 6","100%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,1.125
"1033","LS",6,"15-Jul-19",11,"LS - 6","100%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,9.875
"1034","LS",6,"15-Jun-19",7,"LS - 6","100%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,3.375
"1035","LS",6,"20-Jul-19",4,"LS - 6","100%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,2.375
"1036","LS",6,"20-Jun-19",1,"LS - 6","100%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-1.75
"1037","LS",6,"25-Jul-19",5,"LS - 6","100%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,3.25
"1038","LS",6,"25-Jun-19",3,"LS - 6","100%","Low","LS - 25-Jun-19",13,"13 - Low",4,-1
"1039","LS",6,"28-Jul-19",2,"LS - 6","100%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,0.75
"1040","LS",6,"28-Jun-19",4,"LS - 6","100%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,2.125
"1041","LS",8,"02-Jul-19",4,"LS - 8","0%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,2.75
"1042","LS",8,"05-Jul-19",0,"LS - 8","0%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"1043","LS",8,"05-Jun-19",0,"LS - 8","0%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"1044","LS",8,"06-Jun-19",0,"LS - 8","0%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-2.875
"1045","LS",8,"07-Jun-19",4,"LS - 8","0%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,1.625
"1046","LS",8,"09-Jul-19",0,"LS - 8","0%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1047","LS",8,"11-Jun-19",0,"LS - 8","0%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-3.75
"1048","LS",8,"13-Jun-19",0,"LS - 8","0%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1049","LS",8,"15-Jul-19",0,"LS - 8","0%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-1.125
"1050","LS",8,"15-Jun-19",4,"LS - 8","0%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,0.375
"1051","LS",8,"20-Jul-19",4,"LS - 8","0%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,2.375
"1052","LS",8,"20-Jun-19",3,"LS - 8","0%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,0.25
"1053","LS",8,"25-Jul-19",0,"LS - 8","0%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-1.75
"1054","LS",8,"25-Jun-19",9,"LS - 8","0%","Low","LS - 25-Jun-19",13,"13 - Low",4,5
"1055","LS",8,"28-Jul-19",0,"LS - 8","0%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,-1.25
"1056","LS",8,"28-Jun-19",16,"LS - 8","0%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,14.125
"1057","LS",9,"02-Jul-19",1,"LS - 9","0%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,-0.25
"1058","LS",9,"05-Jul-19",2,"LS - 9","0%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,0.5
"1059","LS",9,"05-Jun-19",1,"LS - 9","0%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,0.875
"1060","LS",9,"06-Jun-19",1,"LS - 9","0%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-1.875
"1061","LS",9,"07-Jun-19",8,"LS - 9","0%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,5.625
"1062","LS",9,"09-Jul-19",3,"LS - 9","0%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,1.125
"1063","LS",9,"11-Jun-19",5,"LS - 9","0%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,1.25
"1064","LS",9,"13-Jun-19",1,"LS - 9","0%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-1.875
"1065","LS",9,"15-Jul-19",3,"LS - 9","0%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,1.875
"1066","LS",9,"15-Jun-19",7,"LS - 9","0%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,3.375
"1067","LS",9,"20-Jul-19",6,"LS - 9","0%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,4.375
"1068","LS",9,"20-Jun-19",6,"LS - 9","0%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,3.25
"1069","LS",9,"25-Jul-19",2,"LS - 9","0%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,0.25
"1070","LS",9,"25-Jun-19",2,"LS - 9","0%","Low","LS - 25-Jun-19",13,"13 - Low",4,-2
"1071","LS",9,"28-Jul-19",3,"LS - 9","0%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,1.75
"1072","LS",9,"28-Jun-19",3,"LS - 9","0%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,1.125
"1073","LS",10,"02-Jul-19",5,"LS - 10","70%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,3.75
"1074","LS",10,"05-Jul-19",1,"LS - 10","70%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-0.5
"1075","LS",10,"05-Jun-19",2,"LS - 10","70%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,1.875
"1076","LS",10,"06-Jun-19",8,"LS - 10","70%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,5.125
"1077","LS",10,"07-Jun-19",4,"LS - 10","70%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,1.625
"1078","LS",10,"09-Jul-19",2,"LS - 10","70%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,0.125
"1079","LS",10,"11-Jun-19",3,"LS - 10","70%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,-0.75
"1080","LS",10,"13-Jun-19",3,"LS - 10","70%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,0.125
"1081","LS",10,"15-Jul-19",12,"LS - 10","70%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,10.875
"1082","LS",10,"15-Jun-19",4,"LS - 10","70%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,0.375
"1083","LS",10,"20-Jul-19",0,"LS - 10","70%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,-1.625
"1084","LS",10,"20-Jun-19",1,"LS - 10","70%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-1.75
"1085","LS",10,"25-Jul-19",6,"LS - 10","70%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,4.25
"1086","LS",10,"25-Jun-19",2,"LS - 10","70%","Low","LS - 25-Jun-19",13,"13 - Low",4,-2
"1087","LS",10,"28-Jul-19",2,"LS - 10","70%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,0.75
"1088","LS",10,"28-Jun-19",12,"LS - 10","70%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,10.125
"1089","LS",11,"02-Jul-19",5,"LS - 11","30%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,3.75
"1090","LS",11,"05-Jul-19",4,"LS - 11","30%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,2.5
"1091","LS",11,"05-Jun-19",0,"LS - 11","30%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"1092","LS",11,"06-Jun-19",9,"LS - 11","30%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,6.125
"1093","LS",11,"07-Jun-19",2,"LS - 11","30%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-0.375
"1094","LS",11,"09-Jul-19",7,"LS - 11","30%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,5.125
"1095","LS",11,"11-Jun-19",4,"LS - 11","30%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,0.25
"1096","LS",11,"13-Jun-19",10,"LS - 11","30%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,7.125
"1097","LS",11,"15-Jul-19",1,"LS - 11","30%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,-0.125
"1098","LS",11,"15-Jun-19",1,"LS - 11","30%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,-2.625
"1099","LS",11,"20-Jul-19",6,"LS - 11","30%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,4.375
"1100","LS",11,"20-Jun-19",0,"LS - 11","30%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,-2.75
"1101","LS",11,"25-Jul-19",2,"LS - 11","30%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,0.25
"1102","LS",11,"25-Jun-19",1,"LS - 11","30%","Low","LS - 25-Jun-19",13,"13 - Low",4,-3
"1103","LS",11,"28-Jul-19",6,"LS - 11","30%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,4.75
"1104","LS",11,"28-Jun-19",18,"LS - 11","30%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,16.125
"1105","LS",13,"02-Jul-19",3,"LS - 13","70%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,1.75
"1106","LS",13,"05-Jul-19",7,"LS - 13","70%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,5.5
"1107","LS",13,"05-Jun-19",1,"LS - 13","70%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,0.875
"1108","LS",13,"06-Jun-19",4,"LS - 13","70%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,1.125
"1109","LS",13,"07-Jun-19",0,"LS - 13","70%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,-2.375
"1110","LS",13,"09-Jul-19",6,"LS - 13","70%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,4.125
"1111","LS",13,"11-Jun-19",4,"LS - 13","70%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,0.25
"1112","LS",13,"13-Jun-19",1,"LS - 13","70%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-1.875
"1113","LS",13,"15-Jul-19",5,"LS - 13","70%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,3.875
"1114","LS",13,"15-Jun-19",6,"LS - 13","70%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,2.375
"1115","LS",13,"20-Jul-19",7,"LS - 13","70%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,5.375
"1116","LS",13,"20-Jun-19",4,"LS - 13","70%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,1.25
"1117","LS",13,"25-Jul-19",1,"LS - 13","70%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,-0.75
"1118","LS",13,"25-Jun-19",5,"LS - 13","70%","Low","LS - 25-Jun-19",13,"13 - Low",4,1
"1119","LS",13,"28-Jul-19",13,"LS - 13","70%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,11.75
"1120","LS",13,"28-Jun-19",5,"LS - 13","70%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,3.125
"1121","LS",14,"02-Jul-19",2,"LS - 14","50%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,0.75
"1122","LS",14,"05-Jul-19",0,"LS - 14","50%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,-1.5
"1123","LS",14,"05-Jun-19",2,"LS - 14","50%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,1.875
"1124","LS",14,"06-Jun-19",10,"LS - 14","50%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,7.125
"1125","LS",14,"07-Jun-19",3,"LS - 14","50%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,0.625
"1126","LS",14,"09-Jul-19",7,"LS - 14","50%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,5.125
"1127","LS",14,"11-Jun-19",4,"LS - 14","50%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,0.25
"1128","LS",14,"13-Jun-19",15,"LS - 14","50%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,12.125
"1129","LS",14,"15-Jul-19",7,"LS - 14","50%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,5.875
"1130","LS",14,"15-Jun-19",5,"LS - 14","50%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,1.375
"1131","LS",14,"20-Jul-19",10,"LS - 14","50%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,8.375
"1132","LS",14,"20-Jun-19",8,"LS - 14","50%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,5.25
"1133","LS",14,"25-Jul-19",3,"LS - 14","50%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,1.25
"1134","LS",14,"25-Jun-19",1,"LS - 14","50%","Low","LS - 25-Jun-19",13,"13 - Low",4,-3
"1135","LS",14,"28-Jul-19",5,"LS - 14","50%","Low","LS - 28-Jul-19",48,"48 - Low",1.25,3.75
"1136","LS",14,"28-Jun-19",15,"LS - 14","50%","Low","LS - 28-Jun-19",18,"18 - Low",1.875,13.125
"1137","LS",15,"02-Jul-19",12,"LS - 15","0%","Low","LS - 02-Jul-19",23,"23 - Low",1.25,10.75
"1138","LS",15,"05-Jul-19",2,"LS - 15","0%","Low","LS - 05-Jul-19",26,"26 - Low",1.5,0.5
"1139","LS",15,"05-Jun-19",0,"LS - 15","0%","Low","LS - 05-Jun-19",1,"1 - Low",0.125,-0.125
"1140","LS",15,"06-Jun-19",0,"LS - 15","0%","Low","LS - 06-Jun-19",2,"2 - Low",2.875,-2.875
"1141","LS",15,"07-Jun-19",4,"LS - 15","0%","Low","LS - 07-Jun-19",3,"3 - Low",2.375,1.625
"1142","LS",15,"09-Jul-19",0,"LS - 15","0%","Low","LS - 09-Jul-19",30,"30 - Low",1.875,-1.875
"1143","LS",15,"11-Jun-19",5,"LS - 15","0%","Low","LS - 11-Jun-19",5,"5 - Low",3.75,1.25
"1144","LS",15,"13-Jun-19",0,"LS - 15","0%","Low","LS - 13-Jun-19",7,"7 - Low",2.875,-2.875
"1145","LS",15,"15-Jul-19",3,"LS - 15","0%","Low","LS - 15-Jul-19",33,"33 - Low",1.125,1.875
"1146","LS",15,"15-Jun-19",4,"LS - 15","0%","Low","LS - 15-Jun-19",9,"9 - Low",3.625,0.375
"1147","LS",15,"20-Jul-19",4,"LS - 15","0%","Low","LS - 20-Jul-19",37,"37 - Low",1.625,2.375
"1148","LS",15,"20-Jun-19",5,"LS - 15","0%","Low","LS - 20-Jun-19",11,"11 - Low",2.75,2.25
"1149","LS",15,"25-Jul-19",4,"LS - 15","0%","Low","LS - 25-Jul-19",43,"43 - Low",1.75,2.25
