,plot,transect_ID,treatment,genotype,plot_grid,complexity,replicate_N_or_S,survey_number,month,day,year,date,visit,time_block,surveyor,cloud_cover(%),current,wind_speed,wind_direction,start_time,end_time,survey_elapsed_time,survey_type,SpeciesCode,common_name,SpeciesName,Genus,Family,Order,MaxLength,TrophicLevel,a,b,MajorTrophicGroup,SubTrophicGroup,FishingStatus,log a,L inf,grid_number,life_phase,TL,transit,plot_grid_survey,plot_grid_visit
69,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,I,3,NA,LS - 12 - 26,LS - 12 - 1
70,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,I,4,NA,LS - 12 - 26,LS - 12 - 1
71,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,I,5,NA,LS - 12 - 26,LS - 12 - 1
72,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,I,6,NA,LS - 12 - 26,LS - 12 - 1
73,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,I,7,NA,LS - 12 - 26,LS - 12 - 1
74,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,I,8,NA,LS - 12 - 26,LS - 12 - 1
75,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,12,I,9,NA,LS - 12 - 26,LS - 12 - 1
76,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-15,Princess Parrotfish,Scarus taeniopterus,Scarus,Scaridae,Perciformes,35,2,0.0177,3,Herbivore,Roving Herbivore,Minor commercial,NA,35,12,A,24,NA,LS - 12 - 26,LS - 12 - 1
77,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-13,Rainbow Parrotfish,Scarus guacamaia,Scarus,Scaridae,Perciformes,120,2,0.0155,3.0626,Herbivore,Roving Herbivore,Minor commercial,-4.8714,120,12,A,47,NA,LS - 12 - 26,LS - 12 - 1
78,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,12,J,2,NA,LS - 12 - 26,LS - 12 - 1
79,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,12,J,3,NA,LS - 12 - 26,LS - 12 - 1
80,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,12,J,4,NA,LS - 12 - 26,LS - 12 - 1
81,LS,b,control,NA,LS - 12,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,12,J,4,NA,LS - 12 - 26,LS - 12 - 1
82,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,13,A,4,NA,LS - 13 - 26,LS - 13 - 1
83,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,3,NA,LS - 13 - 26,LS - 13 - 1
84,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,4,NA,LS - 13 - 26,LS - 13 - 1
85,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,7,NA,LS - 13 - 26,LS - 13 - 1
86,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,403-01-04,Bridled Goby,Coryphopterus glaucofraenum,Coryphopterus,Gobiidae,Perciformes,8,2.7,0.0345,2.68,Omnivore,Omnivore,Aquarium,NA,8,13,A,3,NA,LS - 13 - 26,LS - 13 - 1
87,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,13,J,5,NA,LS - 13 - 26,LS - 13 - 1
88,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,13,I,12,NA,LS - 13 - 26,LS - 13 - 1
89,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,13,A,19,NA,LS - 13 - 26,LS - 13 - 1
90,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,13,I,12,NA,LS - 13 - 26,LS - 13 - 1
91,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,13,J,13,NA,LS - 13 - 26,LS - 13 - 1
92,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,13,I,12,NA,LS - 13 - 26,LS - 13 - 1
93,LS,b,70L30A,M5,LS - 13,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-17,Yellowhead Wrasse,Halichoeres garnoti,Halichoeres,Labridae,Perciformes,19,3.5,0.0052,3.3747,Invertivore,Mobile Invert Feeder,Aquarium,-5.6591,19,13,I,15,NA,LS - 13 - 26,LS - 13 - 1
94,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,14,A,7,NA,LS - 14 - 26,LS - 14 - 1
95,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,I,4,NA,LS - 14 - 26,LS - 14 - 1
96,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,I,4,NA,LS - 14 - 26,LS - 14 - 1
97,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,I,4,NA,LS - 14 - 26,LS - 14 - 1
98,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,I,5,NA,LS - 14 - 26,LS - 14 - 1
99,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,I,5,NA,LS - 14 - 26,LS - 14 - 1
100,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,14,I,5,NA,LS - 14 - 26,LS - 14 - 1
101,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,403-01-04,Bridled Goby,Coryphopterus glaucofraenum,Coryphopterus,Gobiidae,Perciformes,8,2.7,0.0345,2.68,Omnivore,Omnivore,Aquarium,NA,8,14,A,6,NA,LS - 14 - 26,LS - 14 - 1
102,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,6,NA,LS - 14 - 26,LS - 14 - 1
103,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,6,NA,LS - 14 - 26,LS - 14 - 1
104,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,7,NA,LS - 14 - 26,LS - 14 - 1
105,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,8,NA,LS - 14 - 26,LS - 14 - 1
106,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,9,NA,LS - 14 - 26,LS - 14 - 1
107,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,12,NA,LS - 14 - 26,LS - 14 - 1
108,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,12,NA,LS - 14 - 26,LS - 14 - 1
109,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,13,NA,LS - 14 - 26,LS - 14 - 1
110,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,14,I,15,NA,LS - 14 - 26,LS - 14 - 1
111,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,284-01-18,Graysby,Cephalopholis cruentata,Cephalopholis,Serranidae,Perciformes,43,4.2,0.0121,3.082,Carnivore,Carnivore - mainly fish,Moderate commercial,NA,43,14,A,19,NA,LS - 14 - 26,LS - 14 - 1
112,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,14,J,4,NA,LS - 14 - 26,LS - 14 - 1
113,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,14,J,9,NA,LS - 14 - 26,LS - 14 - 1
114,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,14,I,10,NA,LS - 14 - 26,LS - 14 - 1
115,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,14,I,4,NA,LS - 14 - 26,LS - 14 - 1
116,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,I,12,NA,LS - 14 - 26,LS - 14 - 1
117,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,I,13,NA,LS - 14 - 26,LS - 14 - 1
118,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,I,14,NA,LS - 14 - 26,LS - 14 - 1
119,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,I,14,NA,LS - 14 - 26,LS - 14 - 1
120,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,14,I,15,NA,LS - 14 - 26,LS - 14 - 1
121,LS,b,50L50A,K1,LS - 14,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-04-17,Yellowhead Wrasse,Halichoeres garnoti,Halichoeres,Labridae,Perciformes,19,3.5,0.0052,3.3747,Invertivore,Mobile Invert Feeder,Aquarium,-5.6591,19,14,A,13,NA,LS - 14 - 26,LS - 14 - 1
122,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-05-12,Blue Chromis,Chromis cyanea,Chromis,Pomacentridae,Perciformes,15,3.1,0.0204,2.9595,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.9021,15,15,A,12,NA,LS - 15 - 26,LS - 15 - 1
123,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-05-12,Blue Chromis,Chromis cyanea,Chromis,Pomacentridae,Perciformes,15,3.1,0.0204,2.9595,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.9021,15,15,A,12,NA,LS - 15 - 26,LS - 15 - 1
124,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,15,I,3,NA,LS - 15 - 26,LS - 15 - 1
125,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,15,I,4,NA,LS - 15 - 26,LS - 15 - 1
126,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,15,I,4,NA,LS - 15 - 26,LS - 15 - 1
127,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,15,I,5,NA,LS - 15 - 26,LS - 15 - 1
128,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,15,I,6,NA,LS - 15 - 26,LS - 15 - 1
129,LS,b,100A,NA,LS - 15,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,409-01-01,Ocean Surgeonfish,Acanthurus bahianus,Acanthurus,Acanthuridae,Perciformes,38,2,0.0236,2.9752,Herbivore,Roving Herbivore,Minor commercial,-4.6005,38,15,A,17,NA,LS - 15 - 26,LS - 15 - 1
130,LS,b,50L50A,M5,LS - 16,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-02-12,Dusky Damselfish,Stegastes dorsopunicans,Stegastes,Pomacentridae,Perciformes,15,2.5,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,15,16,A,11,NA,LS - 16 - 26,LS - 16 - 1
131,LS,b,50L50A,M5,LS - 16,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-02-12,Dusky Damselfish,Stegastes dorsopunicans,Stegastes,Pomacentridae,Perciformes,15,2.5,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,15,16,A,13,NA,LS - 16 - 26,LS - 16 - 1
132,LS,b,100A,NA,LS - 9,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,9,J,2,NA,LS - 9 - 26,LS - 9 - 1
133,LS,b,100A,NA,LS - 9,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,9,A,5,NA,LS - 9 - 26,LS - 9 - 1
134,LS,b,100A,NA,LS - 9,Low,S,26,June,4,2019,04-Jun-19,1,start,Noelle,NA,NA,NA,NA,10:40:00,11:00:00,0:20:00,recruit,339-01-02,Blue Angelfish,Holacanthus bermudensis,Holacanthus,Pomacanthidae,Perciformes,45,3.3,0.0319,2.899,Invertivore,Sessile Invert Feeder,Moderate commercial,NA,45,9,J,10,NA,LS - 9 - 26,LS - 9 - 1
